incident_id,article_id,article_url,lastmod,deaths_reported,injuries_reported,preliminary_or_final,notes
INC-0026,417863,https://www.nna-leb.gov.lb/ar/news/417863/%D8%B7%D9%88%D8%A7%D8%B1%D9%89%D8%A1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%887-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D9%8A%D8%AF%D8%A7-2,2026-03-06T10:47:21.000+02:00,5,7,preliminary,MoPH update to 417856 chain
INC-0027,418036,https://www.nna-leb.gov.lb/ar/news/418036/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D9%82%D9%84%D9%88%D9%8A%D9%87-2,2026-03-06T19:34:43.000+02:00,2,0,preliminary,likely same event as 418038's Qalawiyeh mention (spelling variant قلاويه) - flag for merge review; district corrected to Bint Jbeil per 419080 (batch 3)
INC-0027,418038,https://www.nna-leb.gov.lb/ar/news/418038/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AC%D9%88%D9%8A%D8%A9-%D9%85%D8%B3%D8%A7%D8%A1-%D8%B9%D9%84%D9%89-%D9%8A%D8%A7%D8%B7%D8%B1-%D9%88%D8%B4%D9%82%D8%B1%D8%A7-%D9%88%D9%82%D9%84%D8%A7%D9%88%D9%8A%D9%87-%D9%88%D8%A7%D8%B1%D8%AA%D9%82%D8%A7%D8%A1-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-2,2026-03-06T19:55:00.000+02:00,2,0,preliminary,"likely duplicate of 418036 (same village, same evening); article also covers Yatar and Shaqra strikes w/ no deaths reported; district corrected to Bint Jbeil per 419080 (batch 3)"
INC-0028,417963,https://www.nna-leb.gov.lb/ar/news/417963/%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-%D9%88%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%AF%D8%B1%D8%A7%D8%AC%D8%A9-%D9%88%D9%88%D9%82%D9%88%D8%B9-%D8%A7%D8%B5%D8%A7%D8%A8%D8%A9-%D9%88%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-2,2026-03-06T14:43:14.000+02:00,2,0,preliminary,article also covers Bint Jbeil/Haniyeh/Aita al-Shaab/Ramyeh strikes and a motorcycle drone strike w/ only 1 injury (no death) - not incident-worthy on their own
INC-0029,417990,https://www.nna-leb.gov.lb/ar/news/417990/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-9-%D8%A7%D8%B4%D8%AE%D8%A7%D8%B5-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D9%85%D9%86%D8%B2%D9%84%D8%A7-%D9%81%D9%8A-%D9%85%D8%AC%D8%AF%D9%84-%D8%B3%D9%84%D9%85-%D9%88%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D9%86%D9%8A%D8%A9-2,2026-03-06T16:26:00.000+02:00,9,0,preliminary,"named: Saleh family, mostly women/children; article also mentions a strike on Haniyeh w/ no toll here - see 418000"
INC-0030,418268b,https://www.nna-leb.gov.lb/ar/news/418268/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%B2%D8%A8%D8%AF%D9%8A%D9%86-%D9%88%D9%83%D9%88%D8%AB%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AF-%D9%88%D8%B2%D9%88%D8%B7%D8%B1---%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%88%D9%82%D8%A7-2,2026-03-07T20:27:01.000+02:00,1,0,preliminary,"same source article as 418268; strike on road between two towns, not a single town - split into own row"
INC-0031,418413,https://www.nna-leb.gov.lb/ar/news/418413/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AD%D9%8A-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D8%B6-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%B9%D8%B1%D8%A8%D8%B5%D8%A7%D9%84%D9%8A%D9%85-2,2026-03-08T13:00:59.000+02:00,3,0,preliminary,"retrospective mention of a prior night's strike; town identity uncertain - could be a village literally named 'Sharqiya' or a truncated ref to Zawtar al-Sharqiya, verify. Article also covers same-day Bayad/Nabatieh and Arabsalim strikes w/ no deaths reported"
INC-0032,418101,https://www.nna-leb.gov.lb/ar/news/418101/26-%D8%B4%D9%87%D9%8A%D8%AF%D9%8B%D8%A7-%D9%81%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%82%D9%88%D8%A9-%D8%A7%D9%84%D9%83%D9%88%D9%85%D8%A7%D9%86%D8%AF%D9%88%D8%B3-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A8%D9%84%D8%AF%D8%A9-%D8%A7%D9%84%D9%86%D8%A8%D9%8A-%D8%B4%D9%8A%D8%AA-%D9%81%D8%AC%D8%B1%D9%8B%D8%A7-2,2026-03-07T07:54:16.000+02:00,26,,preliminary,"MAJOR distinct incident, NOT a simple airstrike - flag attack_type separately in stats. Of the 26 dead: 3 explicitly identified as Lebanese Army soldiers + 1 General Security (per source); breakdown by locality: 15 Nabi Chit, 9 Khirbeh, 1 Sarain, 1 Ali al-Nahri. Corroborated by Army statement 418148. Reconciliation with 418161's 41-total figure unclear - flag heavily for user review"
INC-0032,418148,https://www.nna-leb.gov.lb/ar/news/418148/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%B1%D8%B5%D8%AF%D9%86%D8%A7-%D8%A5%D9%86%D8%B2%D8%A7%D9%84%D9%8B%D8%A7-%D9%84%D9%82%D9%88%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%AD%D9%8A%D8%B7-%D8%A8%D9%84%D8%AF%D8%A9-%D8%A7%D9%84%D8%AE%D8%B1%D9%8A%D8%A8%D8%A9---%D8%A8%D8%B9%D9%84%D8%A8%D9%83-%D8%B9%D9%86%D8%AF-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-2,2026-03-07T11:32:38.000+02:00,,,preliminary,"official Army corroboration of 418101 - same incident, do not double count; casualty figure here is partial/vague, defer to 418101's fuller breakdown"
INC-0033,418071,https://www.nna-leb.gov.lb/ar/news/418071/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D9%88%D8%AC%D8%B1%D8%AD-16-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AC%D8%AF%D8%AF%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A8%D9%8A-%D8%B4%D9%8A%D8%AA-2,2026-03-07T05:56:00.000+02:00,3,16,preliminary,labeled 'renewed' (متجددة) strikes - possibly a distinct new wave rather than simple continuation; reconciliation with 418094/418161 totals is unclear - flag heavily for merge review
INC-0033,418094,https://www.nna-leb.gov.lb/ar/news/418094/%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A5%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%BA%D9%8A%D8%B1-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A8%D9%8A-%D8%B4%D9%8A%D8%AA-2,2026-03-07T07:22:29.000+02:00,16,35,preliminary,"aggregate update in Nabi Chit chain, published just before the commando-raid report (418101) - likely does not yet include those 26"
INC-0034,418284,https://www.nna-leb.gov.lb/ar/news/418284/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%85%D9%82%D9%87%D9%89-%D9%81%D9%8A-%D8%A8%D9%84%D8%AF%D8%A9-%D8%AC%D8%A8%D8%A7%D9%84-%D8%A7%D9%84%D8%A8%D8%B7%D9%85-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1%D9%88%D8%B3%D9%82%D9%88%D8%B7-%D8%B4%D9%87%D9%8A%D8%AF%D9%8A%D9%86-2,2026-03-07T21:45:00.000+02:00,3,0,preliminary,chain continues/confirmed in 418298
INC-0034,418298,https://www.nna-leb.gov.lb/ar/news/418298/%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AC%D8%A8%D8%A7%D9%84-%D8%A7%D9%84%D8%A8%D8%B7%D9%85-%D9%84%D9%8A%D9%84%D8%A7-%D8%A3%D8%AF%D8%AA-%D8%A5%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%88%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9-2,2026-03-08T05:10:07.000+02:00,3,4,preliminary,confirms/duplicates 418284 - do not double count
INC-0035,418222b,https://www.nna-leb.gov.lb/ar/news/418222/%D8%A7%D9%84%D8%B9%D8%AF%D9%88-%D8%B5%D8%B9%D9%91%D8%AF-%D9%88%D8%AA%D9%8A%D8%B1%D8%A9-%D8%B9%D8%AF%D9%88%D8%A7%D9%86%D9%87-%D8%A8%D8%B9%D8%AF-%D8%B8%D9%87%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%85%D9%86%D8%B7%D9%82%D8%AA%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-2,2026-03-07T16:39:00.000+02:00,3,0,preliminary,"same source article as 418222; distinct afternoon strike, separate from the morning's 6-dead Jbeshit massacre (418093) - flag for merge review whether additive or overlapping"
INC-0036,418093,https://www.nna-leb.gov.lb/ar/news/418093/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D9%81%D9%8A-%D8%AC%D8%A8%D8%B4%D9%8A%D8%AA-%D8%A7%D8%AF%D8%AA-%D8%A7%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-6-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-4-%D9%85%D9%86-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-2,2026-03-07T07:21:20.000+02:00,6,0,preliminary,"4 of 6 from one family; article also reports later-morning strike destroying town square (no add'l deaths given here), plus Kawthariyet al-Rez/Ansar/Zawtar al-Sharqiya strikes w/ no deaths, and a vague/unconfirmed Kfartebnit death report - see separate row for that"
INC-0037,418287,https://www.nna-leb.gov.lb/ar/news/418287/%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AE%D8%B1%D8%A8%D8%A9-%D8%B3%D9%84%D9%85-6-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%885-%D8%AC%D8%B1%D8%AD%D9%89-2,2026-03-07T21:58:18.000+02:00,6,5,preliminary,toll for the Khirbet Selm strike mentioned in passing in 418222's roundup
INC-0038,418268,https://www.nna-leb.gov.lb/ar/news/418268/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%B2%D8%A8%D8%AF%D9%8A%D9%86-%D9%88%D9%83%D9%88%D8%AB%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AF-%D9%88%D8%B2%D9%88%D8%B7%D8%B1---%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%88%D9%82%D8%A7-2,2026-03-07T20:27:01.000+02:00,,,preliminary,"death count vague ('a number of martyrs'), no figure given"
INC-0039,418162,https://www.nna-leb.gov.lb/ar/news/418162/5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B2%D9%88%D8%B7%D8%B1-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-2,2026-03-07T12:17:44.000+02:00,5,0,preliminary,"ADDED during validation audit - originally missed during initial classification (present in the batch-2 source dump but skipped). Two days after and distinct from the March 5 417516/417534 Zawtar al-Sharqiya cluster - separate incident, different date"
INC-0040,418090,https://www.nna-leb.gov.lb/ar/news/418090/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%81%D8%AC%D8%B1%D9%8B%D8%A7-%D8%A8%D8%AD%D9%82-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%86%D8%A7%D8%B2%D8%AD%D8%A9-%D8%A5%D9%84%D9%89-%D8%B4%D9%85%D8%B3%D8%B7%D8%A7%D8%B1-2,2026-03-07T07:14:04.000+02:00,6,0,preliminary,entire family of 6 (2 parents+4 children) killed; update/confirmation in 418157
INC-0040,418157,https://www.nna-leb.gov.lb/ar/news/418157/6-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%B4%D9%85%D8%B3%D8%B7%D8%A7%D8%B1-2,2026-03-07T12:00:24.000+02:00,6,0,preliminary,MoPH update/confirmation of 418090 chain (4 children + 1 woman + implied father)
INC-0041,418230,https://www.nna-leb.gov.lb/ar/news/418230/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D8%B1%D9%8A%D9%81%D8%A7-2,2026-03-07T17:00:00.000+02:00,2,0,preliminary,"different date from the earlier 1-dead Srifa strike (417808, March 5) - separate incident"
INC-0042,418093b,https://www.nna-leb.gov.lb/ar/news/418093/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D9%81%D9%8A-%D8%AC%D8%A8%D8%B4%D9%8A%D8%AA-%D8%A7%D8%AF%D8%AA-%D8%A7%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-6-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-4-%D9%85%D9%86-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-2,2026-03-07T07:21:20.000+02:00,,,preliminary,"same source article as 418093 (Jbeshit massacre); casualty figure hedged ('وافيد عن ارتقاء شهداء' = reported, unconfirmed, no number) - separate location so split into own row"
INC-0043,418275,https://www.nna-leb.gov.lb/ar/news/418275/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%88%D9%82%D8%A7-%D9%88%D8%AC%D8%A8%D8%B4%D9%8A%D8%AA-%D9%88%D8%B9%D9%8A%D8%AA%D8%B1%D9%88%D9%86-%D9%88%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%AF%D8%B1%D8%A7%D8%AC%D8%A9-%D9%86%D8%A7%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-2,2026-03-07T20:59:13.000+02:00,2,0,preliminary,"death count hedged ('وافيد عن')- likely same event as 418281's MoPH confirmation, flag for merge review; article also covers Nabatieh al-Fawqa, Jabal al-Ahmar/Jbeshit, and Aitaroun strikes w/ no deaths reported"
INC-0043,418281,https://www.nna-leb.gov.lb/ar/news/418281/%D8%B7%D9%88%D8%A7%D8%B1%D9%89%D8%A1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-2,2026-03-07T21:34:38.000+02:00,2,0,preliminary,"MoPH confirmation, likely same incident as 418275 - do not double count"
INC-0044,418252,https://www.nna-leb.gov.lb/ar/news/418252/3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%AC%D8%B1%D8%AD%D9%89-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%A7%D9%84%D8%B9%D8%AF%D9%88-%D9%81%D8%B1%D9%82-%D8%A7%D9%84%D8%A5%D8%B3%D8%B9%D8%A7%D9%81-%D9%88%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%A9-%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8-2,2026-03-07T18:44:47.000+02:00,3,0,preliminary,"distinct incident from 418139 (different target - rescue team, not the sheikh's home); article also covers Jbeshit/Arnoun responder strikes w/ injuries only, no deaths"
INC-0045,418139,https://www.nna-leb.gov.lb/ar/news/418139/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%85%D9%86%D8%B2%D9%84-%D8%A3%D8%AD%D8%AF-%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%AE-%D9%81%D9%8A-%D9%83%D9%88%D8%AB%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B1%D8%B2-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B4%D8%AE%D8%B5%D9%8A%D9%86-2,2026-03-07T10:57:00.000+02:00,2,0,preliminary,"named: sheikh Adel al-Turki's two sons; sheikh himself badly wounded; district uncertain (may be Zahrani caza), verify"
INC-0046,418222,https://www.nna-leb.gov.lb/ar/news/418222/%D8%A7%D9%84%D8%B9%D8%AF%D9%88-%D8%B5%D8%B9%D9%91%D8%AF-%D9%88%D8%AA%D9%8A%D8%B1%D8%A9-%D8%B9%D8%AF%D9%88%D8%A7%D9%86%D9%87-%D8%A8%D8%B9%D8%AF-%D8%B8%D9%87%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%85%D9%86%D8%B7%D9%82%D8%AA%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-2,2026-03-07T16:39:00.000+02:00,5,0,preliminary,"article is an area-wide roundup; also reports a SEPARATE afternoon Jbeshit strike (3 dead, see next row) and several strikes w/ no reported deaths (Arnoun ambulance-injuries only, Zebdine, Ansar, Breiqaa, Bint Jbeil villages)"
INC-0047,418446,https://www.nna-leb.gov.lb/ar/news/418446/6-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%85%D9%86-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AF%D9%88%D9%8A%D8%B1-2,2026-03-08T15:54:28.000+02:00,6,0,preliminary,"Ayyash family (5 of 6) - SEPARATE incident from the March 6 Al-Dawir/Ramal-family massacre (417915/417945, batch 1) - different family, different date"
INC-0048,418291,https://www.nna-leb.gov.lb/ar/news/418291/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-3-%D9%88%D8%AC%D8%B1%D8%AD-9-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%81%D9%86%D8%AF%D9%82-%D9%81%D9%8A-%D8%A7%D9%84%D8%B1%D9%88%D8%B4%D8%A9-%D9%81%D8%AC%D8%B1%D8%A7-2,2026-03-08T04:54:00.000+02:00,4,10,preliminary,"toll updated within the same article (3->4 dead, 9->10 injured, one injured person died)"
INC-0049,418315,https://www.nna-leb.gov.lb/ar/news/418315/%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B4%D8%B9%D9%8A%D8%AA%D9%8A%D8%A9-%D9%88%D8%B3%D9%82%D9%88%D8%B7-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-2,2026-03-08T06:33:22.000+02:00,,,preliminary,"death count vague ('casualties and martyrs reported'), no figure given"
INC-0050,418372,https://www.nna-leb.gov.lb/ar/news/418372/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D9%8A%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%88%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%A7%D8%B6-%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9-2,2026-03-08T10:25:38.000+02:00,2,0,preliminary,named: Brig. Gen. Mohammad Hammadi + nephew; update/confirmation in 418515
INC-0050,418515,https://www.nna-leb.gov.lb/ar/news/418515/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%8810-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D9%8A%D8%A9-2,2026-03-08T21:51:46.000+02:00,2,10,preliminary,MoPH update/confirmation of 418372 chain
INC-0051,418485,https://www.nna-leb.gov.lb/ar/news/418485/%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D9%8A%D8%AA%D8%A7%D9%84-2,2026-03-08T19:10:52.000+02:00,1,1,preliminary,1 dead is a Syrian national (per source)
INC-0052,418509,https://www.nna-leb.gov.lb/ar/news/418509/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%886-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AA%D8%A8%D9%86%D9%8A%D9%86-2,2026-03-08T21:08:17.000+02:00,2,6,preliminary,distinct from the March 9 Tibnine strike (418806) - different date
INC-0053,418293,https://www.nna-leb.gov.lb/ar/news/418293/%D8%BA%D8%A7%D8%B1%D8%A9-%D9%84%D9%8A%D9%84%D8%A7-%D8%B9%D9%84%D9%89-%D8%AA%D9%81%D8%A7%D8%AD%D8%AA%D8%A7-%D8%A7%D8%AF%D9%89-%D8%A7%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%85%D8%A4%D9%84%D9%81%D8%A9-%D9%85%D9%86-8-%D8%A7%D8%B4%D8%AE%D8%A7%D8%B5-2,2026-03-08T04:58:20.000+02:00,8,0,preliminary,"initial/unconfirmed estimate of whole family (8); revised down in 418296 to 5 - flag discrepancy for merge review, use latest (5) per methodology but preserve 8 in updates table"
INC-0053,418296,https://www.nna-leb.gov.lb/ar/news/418296/%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AA%D9%81%D8%A7%D8%AD%D8%AA%D8%A7-%D8%A7%D8%AF%D8%AA-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%AE%D9%85%D8%B3%D8%A9-2,2026-03-08T05:06:24.000+02:00,5,0,preliminary,"MoPH revision of 418293 chain (8->5), still described as preliminary/not final, search for missing continuing"
