incident_id,event_date,town,location_raw,district,governorate,deaths_final,injuries_final,attack_type,target_description,first_nna_report,final_nna_update,nna_url_count,all_nna_urls,all_article_ids,location_ambiguous,casualty_count_ambiguous,merge_notes
INC-0058,2026-03-08,عين الحلوة (Ain al-Hilweh camp),مخيم عين الحلوة - صيدا,Sidon,South Lebanon,1,10,airstrike,unspecified,2026-03-08T20:48:12.000+02:00,2026-03-08T20:48:12.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418504/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF-%D9%8810-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B9%D9%8A%D9%86-%D8%A7%D9%84%D8%AD%D9%84%D9%88%D8%A9-2,418504,0,0,1 dead is a Palestinian national (per source); injured: 3 Lebanese + 7 Palestinian
INC-0059,2026-03-08,قانا (Qana),قانا,Tyre,South Lebanon,4,,airstrike,residence,2026-03-08T04:47:43.000+02:00,2026-03-08T04:47:43.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418290/4-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A9-%D9%82%D8%A7%D9%86%D8%A7-%D9%81%D8%AC%D8%B1%D8%A7-2,418290,0,0,
INC-0060,2026-03-08,يحمر الشقيف (Yohmor al-Shaqif),يحمر الشقيف,Nabatieh,Nabatieh,2,8,airstrike,"chicken farm (Syrian nationals, incl. 3 children rescued unharmed)",2026-03-08T17:52:00.000+02:00,2026-03-08T21:37:36.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418472/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%86%D8%AD%D9%88-15-%D8%B9%D8%A7%D9%85%D9%84%D8%A7-%D9%85%D8%B9%D8%B8%D9%85%D9%87%D9%85-%D9%85%D9%86-%D8%A7%D9%84%D8%AC%D9%86%D8%B3%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%B2%D8%B1%D8%B9%D8%A9-%D8%AF%D8%AC%D8%A7%D8%AC-%D9%81%D9%8A-%D9%8A%D8%AD%D9%85%D8%B1-%D8%A7%D9%84%D8%B4%D9%82%D9%8A%D9%81-%D9%88%D9%85%D9%86%D8%A7%D8%B4%D8%AF%D8%A9-%D9%84%D9%84%D9%81%D8%B1%D9%82-%D8%A7%D9%84%D8%A7%D8%B3%D8%B9%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D9%84%D8%AA%D9%88%D8%AC%D9%87-%D8%A7%D9%84%D9%89-%D8%A7%D9%84%D9%85%D9%83%D8%A7%D9%86-2;https://www.nna-leb.gov.lb/ar/news/418513/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D9%84-%D8%AC%D8%AB%D9%85%D8%A7%D9%86%D9%8A-%D8%B4%D9%87%D9%8A%D8%AF%D9%8A%D9%86-%D9%88%D8%A5%D9%86%D9%82%D8%A7%D8%B0-8-%D8%AC%D8%B1%D8%AD%D9%89-%D9%86%D8%A7%D8%AC%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%8A%D8%AD%D9%85%D8%B1-2,418472;418513,0,1,deaths implied ('الشهداء') but no number given yet in this article; count given in update 418513 (2) | update to 418472 chain - gives the actual death count (2)
INC-0061,2026-03-09,Beit Yahoun-Tibnine road,طريق بيت ياحون - تبنين,Bint Jbeil,Nabatieh,1,1,drone strike,motorcycles (two),2026-03-09T15:13:40.000+02:00,2026-03-09T15:13:40.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418720/%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D8%AF%D8%B1%D8%A7%D8%AC%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%B7%D8%B1%D9%8A%D9%82-%D8%B9%D8%A7%D9%85-%D8%A8%D9%8A%D8%AA-%D9%8A%D8%A7%D8%AD%D9%88%D9%86-%E2%80%93-%D8%AA%D8%A8%D9%86%D9%8A%D9%86-2,418720,1,0,1 dead is a Syrian national (per source)
INC-0062,2026-03-09,Bint Jbeil-Aytaroun road,طريق بنت جبيل - عيترون,Bint Jbeil,Nabatieh,2,0,drone strike,vehicle on road,2026-03-09T09:03:49.000+02:00,2026-03-09T09:03:49.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418592/5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D9%83%D9%81%D8%B1%D8%AA%D8%A8%D9%86%D9%8A%D8%AA-%D9%88%D8%B7%D8%B1%D9%8A%D9%82-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-%E2%80%93-%D8%B9%D9%8A%D8%AA%D8%B1%D9%88%D9%86-2,418592b,1,0,same source article as 418592; separate strike/location on a road between two towns - split into own row
INC-0063,2026-03-09,الضاحية الجنوبية (Beirut southern suburb/Dahiye),الضاحية الجنوبية,Baabda,Mount Lebanon,1,12,airstrike,unspecified,2026-03-09T12:09:27.000+02:00,2026-03-09T12:09:27.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418669/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%B1%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF-%D9%8812%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,418669,0,0,
INC-0064,2026-03-09,الطيري (Al-Tiri),الطيري,Bint Jbeil,Nabatieh,,,drone strike,unspecified,2026-03-09T18:21:04.000+02:00,2026-03-09T18:21:04.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418777/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B7%D9%8A%D8%B1%D9%8A-%D9%88%D9%82%D8%B5%D9%81-%D9%85%D8%B9%D8%A7%D8%AF-%D8%B7%D8%A7%D9%88%D9%84-%D8%A7%D8%AD%D8%B1%D8%A7%D8%AC-%D8%B9%D9%84%D9%8A-%D8%A7%D9%84%D8%B7%D8%A7%D9%87%D8%B1-2,418777,0,1,"deaths described only as plural 'citizens', no number given; article also mentions artillery shelling on Ali al-Taher forest near Nabatieh al-Fawqa w/ no deaths"
INC-0065,2026-03-09,القليعة (Qlaya),القليعة,Marjayoun,Nabatieh,1,6,artillery shelling,parish priest (occupation stated by source),2026-03-09T20:54:22.000+02:00,2026-03-09T20:54:22.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418805/%D9%85%D8%B1%D9%83%D8%B2-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%82%D8%B5%D9%81-%D8%A7%D9%84%D9%85%D8%AF%D9%81%D8%B9%D9%8A-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D9%84%D9%8A%D8%B9%D8%A9-%D8%A3%D8%AF%D9%89-%D8%A5%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%83%D8%A7%D9%87%D9%86-%D8%A7%D9%84%D8%B1%D8%B9%D9%8A%D8%A9-%D9%88%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-6-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D8%A8%D8%AC%D8%B1%D9%88%D8%AD-2,418805,0,0,
INC-0066,2026-03-09,النميرية (Al-Nmeiriyeh - Hamdan family strike),النميرية,Nabatieh,Nabatieh,8,0,airstrike,residence,2026-03-10T08:14:13.000+02:00,2026-03-10T12:24:27.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418874/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%85%D9%86-%D8%A2%D9%84-%D8%AD%D9%85%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D9%85%D9%8A%D8%B1%D9%8A%D8%A9-%D9%84%D9%8A%D9%84%D8%A7-2;https://www.nna-leb.gov.lb/ar/news/418963/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%B9%D8%AF%D8%AF-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D8%A7%D9%84%D9%86%D9%85%D9%8A%D8%B1%D9%8A%D8%A9-8-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%B4%D8%A7%D8%A8-%D8%A3%D8%B5%D9%8A%D8%A8-%D8%B3%D8%A7%D8%A8%D9%82%D9%8B%D8%A7-%D9%88%D8%B7%D9%81%D9%84%D8%A7%D9%86-2,418874;418963,0,0,"Hamdan family; event_date corrected from Mar 10 (publish date) to Mar 9 per explicit 'الليلة الماضية' (last night) text - validation audit fix; possible overlap with 418802 (same corrected date), kept separate pending user review; update/final in 418963 (8) | event_date corrected from Mar 10 to Mar 9 (same fix as 418874 - validation audit); update to 418874 Hamdan-family chain (6->8, one victim died of wounds in hospital)"
INC-0067,2026-03-09,النميرية (Al-Nmeiriyeh),النميرية,Nabatieh,Nabatieh,7,2,airstrike,unspecified,2026-03-09T20:32:47.000+02:00,2026-03-09T20:32:47.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418802/%D9%85%D8%B1%D9%83%D8%B2-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-7-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D9%85%D9%8A%D8%B1%D9%8A%D8%A9-2,418802,0,0,"SAME DATE as the Hamdan-family Nmeiriyeh massacre (418874/418963) after the retrospective-language date correction (was recorded as Mar 10, corrected to Mar 9 - see validation audit); kept as a separate incident since this is a generic unnamed-victim MoPH-style report vs. the specifically-named Hamdan family reported hours later - genuinely uncertain whether same or different strike, flagged for user review"
INC-0068,2026-03-09,بيت ليف (Beit Lif),بيت ليف,Bint Jbeil,Nabatieh,2,8,airstrike,unspecified,2026-03-09T21:03:13.000+02:00,2026-03-09T21:03:13.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418807/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A8%D9%8A%D8%AA-%D9%84%D9%8A%D9%81-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%888-%D8%AC%D8%B1%D8%AD%D9%89-2,418807,0,0,
INC-0069,2026-03-09,تبنين (Tibnine),تبنين,Bint Jbeil,Nabatieh,2,4,airstrike,unspecified,2026-03-09T20:57:37.000+02:00,2026-03-09T20:57:37.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418806/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%884-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AA%D8%A8%D9%86%D9%8A%D9%86-2,418806,0,0,distinct from the March 8 Tibnine strike (418509) - different date
INC-0070,2026-03-09,جويا (Joya),جويا,Tyre,South Lebanon,7,23,airstrike,town market/residential area,2026-03-08T22:12:03.000+02:00,2026-03-09T12:31:31.000+02:00,3,https://www.nna-leb.gov.lb/ar/news/418518/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%8816-%D8%AC%D8%B1%D9%8A%D8%AD%D9%8B%D8%A7-%D8%A7%D9%84%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D9%8A%D8%A7-2;https://www.nna-leb.gov.lb/ar/news/418583/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%82%D8%B1%D9%89-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%81%D8%AC%D8%B1%D8%A7-%D9%88%D8%AF%D9%85%D8%A7%D8%B1-%D9%83%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%89-%D8%A7%D9%84%D8%AA%D8%AD%D8%AA%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-2;https://www.nna-leb.gov.lb/ar/news/418675/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%AA%D8%B9%D9%84%D9%86-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D9%8A%D8%A7-%D9%88%D8%B7%D9%8A%D8%B1%D8%AF%D8%A8%D8%A7-16-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%8840-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,418518;418583;418675b,0,0,"chain continues in 418583 (4) then 418675 (7, final) | update to 418518 chain; article is a roundup, also updates Tair Debba (see next row) and mentions Deb'aal/Bint Jbeil/Al-Tiri/Qalawiyeh/Srifa/Ainata/Khirbet Selm strikes w/ no new deaths here | same source article as 418675; FINAL MoPH toll for Joya - supersedes 418518/418583 - split into own row (different town)"
INC-0071,2026-03-09,شبعا (Shebaa),شبعا,Hasbaya,Nabatieh,1,0,drone strike,municipal policeman (occupation stated by source),2026-03-09T08:46:14.000+02:00,2026-03-09T08:46:14.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418582/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B4%D8%B1%D8%B7%D9%8A-%D8%A8%D9%84%D8%AF%D9%8A-%D9%81%D9%8A-%D8%B4%D8%A8%D8%B9%D8%A7-%D8%A8%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%B5%D8%A8%D8%A7%D8%AD-%D8%A7%D9%84%D9%8A%D9%88%D9%85-2,418582,0,0,
INC-0072,2026-03-09,شوكين (Shawkin),شوكين,Nabatieh,Nabatieh,1,8,airstrike,residence,2026-03-09T09:11:33.000+02:00,2026-03-09T20:40:12.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418596/%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D8%AC%D8%B1%D8%A7%D8%A1-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B4%D9%88%D9%83%D9%8A%D9%86-2;https://www.nna-leb.gov.lb/ar/news/418804/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B4%D9%88%D9%83%D9%8A%D9%86-%D8%B4%D9%87%D9%8A%D8%AF-%D9%888-%D8%AC%D8%B1%D8%AD%D9%89-2,418596;418804,0,0,update/confirmation in 418804 (1 dead/8 injured - higher injury count) | MoPH update/confirmation of 418596 - higher injury count
INC-0073,2026-03-09,طير دبا (Tair Debba),طير دبا وجويا,Tyre,South Lebanon,9,17,airstrike,main road + residential areas,2026-03-09T04:20:48.000+02:00,2026-03-09T12:31:31.000+02:00,3,https://www.nna-leb.gov.lb/ar/news/418523/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B7%D9%8A%D8%B1-%D8%AF%D8%A8%D8%A7-%D9%A3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88-%D9%A1%D9%A5-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-%D9%88%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%A7%D8%B6-%D9%85%D8%B3%D8%AA%D9%85%D8%B1-2;https://www.nna-leb.gov.lb/ar/news/418583/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%82%D8%B1%D9%89-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%81%D8%AC%D8%B1%D8%A7-%D9%88%D8%AF%D9%85%D8%A7%D8%B1-%D9%83%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%89-%D8%A7%D9%84%D8%AA%D8%AD%D8%AA%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-2;https://www.nna-leb.gov.lb/ar/news/418675/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%AA%D8%B9%D9%84%D9%86-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D9%8A%D8%A7-%D9%88%D8%B7%D9%8A%D8%B1%D8%AF%D8%A8%D8%A7-16-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%8840-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,418523;418583b;418675,0,0,"chain continues in 418583 (7) then 418675 (9, final) | same source article as 418583; update to 418523 chain - split into own row (different town) | FINAL MoPH toll for Tair Debba (9, one body still being searched for) - supersedes 418523/418583b"
INC-0074,2026-03-09,كفرتبنيت (Kfartebnit),كفرتبنيت,Nabatieh,Nabatieh,3,0,airstrike,residence,2026-03-09T09:03:49.000+02:00,2026-03-09T09:03:49.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418592/5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D9%83%D9%81%D8%B1%D8%AA%D8%A8%D9%86%D9%8A%D8%AA-%D9%88%D8%B7%D8%B1%D9%8A%D9%82-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-%E2%80%93-%D8%B9%D9%8A%D8%AA%D8%B1%D9%88%D9%86-2,418592,0,0,one of two strikes in this article - see next row for the second
INC-0075,2026-03-10,الأوزاعي (Ouzai),الأوزاعي,Baabda,Mount Lebanon,1,0,airstrike,motorcycle,2026-03-10T21:24:00.000+02:00,2026-03-10T21:24:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419092/%D9%85%D8%B1%D9%83%D8%B2-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A5%D8%B1%D8%AA%D9%82%D8%A7%D8%A1-%D8%B4%D9%87%D9%8A%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D8%B2%D8%A7%D8%B9%D9%8A-2,419092,0,0,
INC-0076,2026-03-10,الحوش (Al-Hosh),الحوش - صور,Tyre,South Lebanon,1,8,airstrike,unspecified,2026-03-10T23:01:03.000+02:00,2026-03-10T23:01:03.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419102/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D9%88%D8%B4-%D8%B4%D9%87%D9%8A%D8%AF-%D9%888-%D8%AC%D8%B1%D8%AD%D9%89-2,419102,0,0,
INC-0077,2026-03-10,القليلة (Qlaile),القليلة,Tyre,South Lebanon,2,0,drone strike,vehicle,2026-03-10T12:19:26.000+02:00,2026-03-10T12:19:26.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418962/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%AC%D8%B1%D8%A7%D8%A1-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D9%84%D9%8A%D9%84%D8%A9-2,418962,0,0,"distinct from the March 3 Qlaile strike (417496, batch 1) - different date"
INC-0078,2026-03-10,جويا (Joya),جويا,Tyre,South Lebanon,2,0,airstrike,unspecified,2026-03-10T18:52:16.000+02:00,2026-03-10T18:52:16.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419068/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D8%AC%D9%88%D9%8A%D8%A7-%D9%88%D8%B9%D8%B6%D9%88-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D8%A9-2,419068,0,0,"named: mayor Fawzi Fawaz + council member Abbas al-Baalbaki; a NEW/later strike on Joya after the 418675 'final' toll (7) - likely additive, flag for merge review"
INC-0079,2026-03-10,حناويه (Hanawiyeh),حناويه,Tyre,South Lebanon,3,2,double-tap airstrike,2 civilians + 1 responding medic (explicitly identified),2026-03-10T21:57:13.000+02:00,2026-03-10T21:57:13.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419097/%D9%85%D8%B1%D9%83%D8%B2-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%BA%D8%A7%D8%B1%D8%AA%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%AA%D8%A7%D9%86-%D8%B9%D9%84%D9%89-%D8%AD%D9%86%D8%A7%D9%88%D9%8A%D9%87-%D9%883-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D9%85%D8%B3%D8%B9%D9%81-2,419097,0,0,second strike hit medic responding to first strike's casualties
INC-0080,2026-03-10,زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية,Nabatieh,Nabatieh,2,0,airstrike,unspecified,2026-03-10T21:08:00.000+02:00,2026-03-10T21:08:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419088/%D8%A7%D8%B1%D8%AA%D9%82%D8%A7%D8%A1-%D8%B4%D9%87%D9%8A%D8%AF%D9%8A%D9%86-%D8%A7%D8%AB%D9%86%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AC%D9%88%D9%8A%D8%A9-%D9%85%D8%B3%D8%A7%D8%A1-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%B9%D9%84%D9%89-%D8%B2%D9%88%D8%B7%D8%B1-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-2,419088,0,0,distinct date from the March 3 Zawtar al-Sharqiya family (417534) - separate incident
